0,0,14269.25,242910.375,17900.375,3940.625,579237,0
0,0,16080.25,245996.875,16090.4375,3294.75,576268.875,0
0,0,14253.5,242952.6875,17759.0625,3046.5,578325.375,0
0,0,15745.5,243725.6875,15481,3076.875,578752.5625,0
0,0,14272.875,242346.25,16272.875,3000.375,577253.625,0
0,0,14273.25,254343.1875,15994.125,2892,575982.1875,0
0,0,16064.75,245970.25,15366,2815.5,576694.6875,0
0,0,13903.5,248968.0625,15881.25,0,579526.5,0
0,0,11679.5,241994.75,15979,0,577649.25,0
0,0,13205.125,244249.8125,14402.125,1575,577081.875,0
0,0,14277.875,216278.125,4237.5,0,508291.75,0
